"source_database","labnr","bp","std","cal_bp","cal_std","delta_c13","lab_name","site","site_phase","site_type","feature","feature_type","periods","typochronological_units","ecochronological_units","material","species","country","lat","lng","references"
"radon","Beta-65308","5950","60","6781","140","","","Arene Candide","Arene Candide","","Schicht 27abd","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","charcoal / Quercus caducifolia","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","Beta-66551","6350","60","7286","125","","","Arene Candide","Arene Candide","","BB26 ABD","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","charcoal / Quercus caducifolia","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","Beta-66553","6880","60","7716","118","","","Arene Candide","Arene Candide","","Schicht 27 G","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","charcoal / Pistacia terebintus","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","LJ-4136","5940","80","6772","202","","","Arene Candide","Arene Candide","","liv 12 (=BB18-21)","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","LJ-4138","5940","100","6774","265","","","Arene Candide","Arene Candide","","liv 13A (=BB 22)","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","LJ-4139","6230","90","7126","223","","","Arene Candide","Arene Candide","","liv 13 (=BB22-23)","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","LJ-4140","6090","90","6965","230","","","Arene Candide","Arene Candide","","liv 13 (=BB22-23)","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","LJ-4142","6070","90","6937","229","","","Arene Candide","Arene Candide","","liv 13 (=BB22-23)","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","R-103","5465","50","6264","119","","","Arene Candide","Arene Candide","","BB19-16 H","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","UB-2419","5775","110","6576","249","","","Arene Candide","Arene Candide","","liv 12-13","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","UB-2421","5855","95","6667","225","","","Arene Candide","Arene Candide","","liv 13b","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","UB-2422","6345","180","7237","381","","","Arene Candide","Arene Candide","","liv 13c","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","UB-2423","6980","115","7811","195","","","Arene Candide","Arene Candide","","liv 14","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","UB-2424","6700","145","7571","263","","","Arene Candide","Arene Candide","","liv 15","","Neolithic | Mig | Early","Neolithikum | Frühneolithikum | Early Neolithic | Middle Neolithic | Cardial","","charcoal","","Italy                                                                                               ","44.170000000000002","8.3300000000000001",""
"radon","R-143","5180","70","5941","216","","","Arma dello Stefanin","Arma dello Stefanin","","liv 3-B","","Epipalaeolithic","Neolithikum","","charcoal","","Italy                                                                                               ","44.1036","8.0158000000000005",""
"radon","F-8","6050","130","6916","318","","","Arma di Nasino","Arma di Nasino","","liv 09 lower","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-260","3680","95","4021","286","","","Arma di Nasino","Arma di Nasino","","liv 06","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-265","6280","120","7186","269","","","Arma di Nasino","Arma di Nasino","","liv 09 upper","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-267","6470","120","7375","211","","","Arma di Nasino","Arma di Nasino","","liv 09 lower","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-309a","4110","55","4641","180","","","Arma di Nasino","Arma di Nasino","","liv 06","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-313","6420","65","7348","107","","","Arma di Nasino","Arma di Nasino","","liv 08 lower","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-316","6015","65","6858","175","","","Arma di Nasino","Arma di Nasino","","liv 09 middle","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-316A","5955","65","6788","150","","","Arma di Nasino","Arma di Nasino","","liv 09 middle","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-329","3430","50","3686","136","","","Arma di Nasino","Arma di Nasino","","liv 06","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-330","3490","50","3762","122","","","Arma di Nasino","Arma di Nasino","","liv 06","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-332","4705","70","5440","140","","","Arma di Nasino","Arma di Nasino","","liv 07, -2,5m","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"radon","R-333","5980","85","6822","239","","","Arma di Nasino","Arma di Nasino","","liv 10","","Chalcolithic | Early","Neolithikum | Chalcolithic","","charcoal","","Italy                                                                                               ","44.109699999999997","8.0496999999999996",""
"eubar","R-786a","3520","50","3788","135","","","Bande di Cavriana","Bande di Cavriana","","Piragua","","Polada","Bronze Age","","Madera carbonizada","","Italy                                                                                               ","45.370800000000003","10.583299999999999",""
"radon","R-1001","3680","110","4023","322","","","Buca della Sabbia","Buca della Sabbia","","inner chamber C","","","Neolithikum","","collagen, bone","human bone","Italy                                                                                               ","45.829000000000001","9.3444000000000003",""
"radon","B-4564","6270","40","7207","126","","","Castelgrande, Bellinzona","Castelgrande, Bellinzona","","unterste Schicht","","Mig | Early","Neolithikum","","","","Switzerland                                                                                         ","46.192799999999998","9.0222999999999995",""
"radon","B-4565","6270","40","7207","126","","","Castelgrande, Bellinzona","Castelgrande, Bellinzona","","","","Mig | Early","Neolithikum","","charcoal","","Switzerland                                                                                         ","46.192799999999998","9.0222999999999995",""
"radon","R-720","4640","50","5398","171","","","Cava Due Madonne","Cava Due Madonne","","","","Antic","Neolithikum","","charcoal","","Italy                                                                                               ","44.307299999999998","11.244400000000001",""
"radon","HAR-5123","5930","130","6765","343","","","Cecima","Cecima","","","","Early","Neolithikum","","charcoal","","Italy                                                                                               ","44.851700000000001","9.0822000000000003",""
"radon","GrN-25137","8060","70","8942","258","","","Grotta dell'Edera 3B","Grotta dell'Edera 3B","rockshelter/cave","","","","Mesolithikum","","","","Italy                                                                                               ","44.172800000000002","8.3536000000000001",""
"radon","GrN-25138","8110","90","9049","319","","","Grotta dell'Edera 3B","Grotta dell'Edera 3B","rockshelter/cave","","","","Mesolithikum","","","","Italy                                                                                               ","44.172800000000002","8.3536000000000001",""
"calpal","GX-19022","6305","285","7165","594","0.0","","Edera","Edera","","","","Epipalaeolithic | Meso-Neo | Neolithic","Early Neolithic | Castelnovian | Sauveterrian","","charcoal","","Italy                                                                                               ","45.757199999999997","13.6907",""
"radon","OxA-3328","3220","80","3447","190","-24.1","","Fabrica dei Soci","Fabrica dei Soci","","12","","","","","charcoal","-","Italy                                                                                               ","45.158799999999999","11.3523",""
"radon","R-752","5590","50","6366","88","","","Fimon-Molino Casarotto, Site 1","Fimon-Molino Casarotto, Site 1","","bottom of peat level","","","","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-753a","5680","50","6463","139","","","Fimon-Molino Casarotto, Site 3","Fimon-Molino Casarotto, Site 3","","sito 3, habitation area","","Mig","Neolithikum","","wood","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","Birm-262","5820","135","6630","308","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-746a","5690","50","6475","140","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 1","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-747a","5510","50","6309","92","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, main hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-748a","5570","50","6356","80","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, main hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-749","5560","50","6351","79","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","casa 1","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-749a","5490","50","6291","100","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, main hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-750","5260","50","6043","130","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","casa 1","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-756a","5690","50","6475","140","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, main hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-757a","5800","50","6598","120","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, main hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-758a","5730","50","6526","114","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, main hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-762","5640","50","6420","109","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, peripheral hearth","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-764a","5570","50","6356","80","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","casa 1","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-765a","5580","50","6361","83","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, habitation area","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-766a","5530","50","6332","97","","","Fimon-Molino Casarotto, site 4","Fimon-Molino Casarotto, site 4","","sito 4, habitation area","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","R-754","5960","50","6791","119","","","Fimon-Molino Casarotto, site 6","Fimon-Molino Casarotto, site 6","","sito 6, burial","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","Birm-268","4890","130","5633","292","","","Fimon-Molino Casarotto, site 7","Fimon-Molino Casarotto, site 7","","sito 7","","","Neolithikum","","wood","","Italy                                                                                               ","45.480499999999999","11.5464",""
"radon","Bln-3137","5570","50","6356","80","","","Fiorano Modenese","Fiorano Modenese","","","","Early","Neolithikum","","","Strato IV","Italy                                                                                               ","44.537100000000002","10.816700000000001",""
"radon","GrN-19838","6690","180","7564","335","","","Fiorano Modenese","Fiorano Modenese","","pozz. 2","","Early","Neolithikum","","","","Italy                                                                                               ","44.537100000000002","10.816700000000001",""
"radon","OxA-4648","3280","65","3510","136","-16.3","","Fondo Paviani","Fondo Paviani","","12","","","","","collagen, bone","cattle","Italy                                                                                               ","45.121400000000001","11.289999999999999",""
"radon","OxA-5022","4065","75","4577","230","-28.1","","Fondo Paviani","Fondo Paviani","","No. 4","","","","","wood","Quercus","Italy                                                                                               ","45.121400000000001","11.289999999999999",""
"radon","AECV-1996C","6380","180","7275","377","","","Fonte Chiarano","Fonte Chiarano","","","","Early","Neolithikum","","","","Italy                                                                                               ","45.729999999999997","12.5838",""
"radon","R-95","5825","75","6628","176","","","Grotta Aisone","Grotta Aisone","","","","Mig","Neolithikum","","charcoal","","Italy                                                                                               ","44.316699999999997","7.2167000000000003",""
"radon","R-1042","7230","240","8057","441","","","Grotta Benussi","Grotta Benussi","","spits 3-4","","Epipalaeolithic | late","Mesolithikum | Late Mesolithic","","collagen, bone","","Slovenia                                                                                            ","45.776600000000002","13.6928",""
"radon","R-1041","8260","60","9244","185","","","Ciclami 9","Ciclami 9","","","","","Mesolithikum","","","","Slovenia                                                                                            ","45.697200000000002","13.8292",""
"radon","HAR-6760","4410","150","5044","419","","","Grotta del Pertusello","Grotta del Pertusello","","","","Mig | Early","Neolithikum","","charcoal","","Italy                                                                                               ","42.775300000000001","12.549899999999999",""
"radon","R-157","5400","90","6183","203","","","Grotta del Pertusello","Grotta del Pertusello","","layer IV","","Mig | Early","Neolithikum","","charcoal","","Italy                                                                                               ","42.775300000000001","12.549899999999999",""
"palmisano","R-676","6080","50","6943","192","","","Grotta dell�۪Orso","Grotta dell�۪Orso","","","","","","","charcoal","","Italy                                                                                               ","42.990200000000002","11.8688",""
"palmisano","R-1170","8000","160","8869","420","","","Grotta di Monte Venere","Grotta di Monte Venere","","","","","","","","","Italy                                                                                               ","42.350000000000001","12.183299999999999",""
"palmisano","R-1172","4390","50","4963","262","","","Grotta di Monte Venere","Grotta di Monte Venere","","","","","","","","","Italy                                                                                               ","42.350000000000001","12.183299999999999",""
"palmisano","R-1175","6940","100","7778","171","","","Grotta di Monte Venere","Grotta di Monte Venere","","","","","","","charcoal","","Italy                                                                                               ","42.350000000000001","12.183299999999999",""
"palmisano","R-1176","5650","100","6445","206","","","Grotta di Monte Venere","Grotta di Monte Venere","","","","","","","charcoal","","Italy                                                                                               ","42.350000000000001","12.183299999999999",""
"calpal","Mc-757","6580","100","7479","169","0.0","","Grotta Pollera","Grotta Pollera","","","","Neolithic | Early Neolithic","Lugurien | scratched ware | Cardial | Middle Neolithic (Vbq I) | Early Neolithic (scratched ware)","","charcoal","","Italy                                                                                               ","44.700000000000003","8.0399999999999991",""
"palmisano","R-1525a","7380","130","8196","225","","","Isola Santa, Careggina","Isola Santa, Careggina","","","","","","","","","Italy                                                                                               ","44.064900000000002","10.3124",""
"palmisano","R-1528a","8780","110","9830","313","","","Isola Santa, Careggina","Isola Santa, Careggina","","","","","","","","","Italy                                                                                               ","44.064900000000002","10.3124",""
"radonb","R-337","4805","50","5521","157","","","Lagozza","Lagozza","settlement","tool, lake dwelling","","","Bronze Age","","wood","","Italy                                                                                               ","45.700000000000003","8.8000000000000007",""
"radonb","R-78","4735","50","5478","143","","","Lagozza","Lagozza","settlement","post, lake dwelling","","","Bronze Age","","wood","","Italy                                                                                               ","45.700000000000003","8.8000000000000007",""
"palmisano","Beta-94385","4190","70","4711","173","","","Lastruccia, Basilicata","Lastruccia, Basilicata","","","","","","","charcoal","","Italy                                                                                               ","43.834600000000002","11.1952",""
"radonb","Bln-3367","4610","50","5362","267","","","Libiola","Libiola","mine","tool","","","Bronze Age","","wood","","Italy                                                                                               ","44.302","9.4390999999999998",""
"radonb","Gif-7213","4490","90","5133","264","","","Libiola","Libiola","mine","tool","","","Bronze Age","","wood","","Italy                                                                                               ","44.302","9.4390999999999998",""
"radon","R-643a","6580","75","7483","134","","","Maddalena di Muccia","Maddalena di Muccia","","spits 4 and 6, cavity S","","Early","Neolithikum","","charcoal","","Italy                                                                                               ","43.060000000000002","13.06",""
"radonb","Birm-1132","4420","90","5045","239","","","Manerba","Manerba","","MS113; cemetery","","","Bronze Age","","wood","","Italy                                                                                               ","45.554699999999997","10.5724",""
"palmisano","Beta-44114","6180","80","7076","190","","","Mileto","Mileto","","","","","","","","","Italy                                                                                               ","43.826700000000002","11.197100000000001",""
"palmisano","Ny-411.4","5710","100","6509","205","","","Monte Amiata","Monte Amiata","","","","","","","wood","Quercus","Italy                                                                                               ","42.880800000000001","11.661899999999999",""
"palmisano","Ny-411.5","5770","100","6570","225","","","Monte Amiata","Monte Amiata","","","","","","","wood","Quercus","Italy                                                                                               ","42.880800000000001","11.661899999999999",""
"radonb","Birm-471","3950","320","4399","855","","","Montecavolo","Montecavolo","","layer 8; Open site","","","Bronze Age","","charcoal","","Italy                                                                                               ","44.632100000000001","10.536199999999999",""
"radonb","Birm-472","4240","190","4791","527","","","Montecavolo","Montecavolo","","layer 13, open site","","","Bronze Age","","charcoal","","Italy                                                                                               ","44.632100000000001","10.536199999999999",""
"radonb","Birm-473","4750","210","5446","520","","","Montecavolo","Montecavolo","","layer 20","","","Bronze Age","","charcoal","","Italy                                                                                               ","44.632100000000001","10.536199999999999",""
"radonb","GrN-8012","3610","60","3922","180","","","Monte Covolo, Villanuova sui Clisi","Monte Covolo, Villanuova sui Clisi","","","","Polada","Bronze Age","","","","Italy                                                                                               ","45.606900000000003","10.477",""
"radon","OxA-5286","4060","60","4561","231","-19.8","","Monte Covolo","Monte Covolo","","MC 92, R5, RF1212, 42","","Bronze Age","Early Bronze Age","","collagen, bone","human","Italy                                                                                               ","45.566600000000001","10.583299999999999",""
"radon","OxA-5287","4245","65","4763","191","-20.3","","Monte Covolo","Monte Covolo","","MC 93, 3125, 79","","Bronze Age","Early Bronze Age","","collagen, bone","human","Italy                                                                                               ","45.566600000000001","10.583299999999999",""
"radon","OxA-5288","4090","65","4613","193","-19.9","","Monte Covolo","Monte Covolo","","MC 93, 3070, 82","","Bronze Age","Early Bronze Age","","collagen, bone","human","Italy                                                                                               ","45.566600000000001","10.583299999999999",""
"radon","CRG-582","5950","100","6787","274","","","Mont-la Ville - col de Mollendruz, Abri Freymond","Mont-la Ville - col de Mollendruz, Abri Freymond","","","","","","","","","Switzerland                                                                                         ","46.646700000000003","6.4093999999999998",""
"radon","OxA-3371","4660","55","5403","165","-23.1","","Ice Man","Ice Man","","619/91/O2KN","","","","","collagen, bone","human","Austria                                                                                             ","46.7789","10.839700000000001",""
"radon","OxA-3373","4550","70","5183","252","-20.6","","Ice Man","Ice Man","","619/91/05WT","","","","","miscellaneous","human","Austria                                                                                             ","46.7789","10.839700000000001",""
"radon","OxA-3376","4450","80","5090","215","-20.6","","Ice Man","Ice Man","","619/91/05WT","","","","","miscellaneous","human","Austria                                                                                             ","46.7789","10.839700000000001",""
"palmisano","Birm-830","6960","130","7796","215","","","Passo Comunella, Basilicata","Passo Comunella, Basilicata","","","","","","","charcoal","","Italy                                                                                               ","44.149999999999999","10.333299999999999",""
"eubar","R-294","3330","65","3563","153","","","Polada","Polada","","Cuenco","","","","","Madera","","Italy                                                                                               ","45.459699999999998","10.5",""
"eubar","R-296","3245","55","3472","111","","","Polada","Polada","","Pan carbonizado","","","","","Carbón","","Italy                                                                                               ","45.459699999999998","10.5",""
"palmisano","Ly-3034","3960","200","4411","535","","","Querciola","Querciola","","","","","","","","","Italy                                                                                               ","43.841999999999999","11.320499999999999",""
"palmisano","Ly-3035","4130","150","4644","428","","","Querciola","Querciola","","","","","","","","","Italy                                                                                               ","43.841999999999999","11.320499999999999",""
"palmisano","GX-14717","11010","315","12891","717","","","Riparo di Molino di Piastricoli","Riparo di Molino di Piastricoli","","","","","","","charcoal","","Italy                                                                                               ","44.076900000000002","10.35",""
"palmisano","GX-14718","10340","360","12034","938","","","Riparo di Molino di Piastricoli","Riparo di Molino di Piastricoli","","","","","","","charcoal","","Italy                                                                                               ","44.076900000000002","10.35",""
"radon","GrN-9828","3900","60","4327","172","","","Rubiera","Rubiera","settlement","","","","Glockenbecher","","charcoal","","Italy                                                                                               ","44.6541","10.778700000000001",""
"eubar","UtC-1687","3510","60","3781","156","","","Saint-Martin-de-Corléans","Saint-Martin-de-Corléans","","Tumba IV, interior de la tumba, lado E, posible violación de la tumba","","","","","","","Italy                                                                                               ","45.737000000000002","7.3048000000000002",""
"eubar","UtC-1689","3540","60","3823","162","","","Saint-Martin-de-Corléans","Saint-Martin-de-Corléans","","Tumba IV, interior de la tumba, fondo de la fosa,deposición secundaria o violación","","","","","","","Italy                                                                                               ","45.737000000000002","7.3048000000000002",""
"radon","OxA-1852","6245","90","7153","227","-26.0","","San Marco","San Marco","","SMN 22 116-117E","","","","","seed","Vitis sp.","Italy                                                                                               ","43.336199999999998","12.599500000000001",""
"radon","OxA-1855","5750","70","6549","154","-21.0","","San Marco","San Marco","","SMN 15 111-113E","","","","","collagen, bone","sheep/goat","Italy                                                                                               ","43.336199999999998","12.599500000000001",""
"palmisano","UtC-776","3930","80","4361","241","","","Semitella","Semitella","","","","","","","","","Italy                                                                                               ","43.833300000000001","11.199999999999999",""
"radonb","R-769","3720","50","4063","153","","","Riparo di Romagnano","Riparo di Romagnano","Grave (inhumation)","","","Polada","Late Bronze Age | Bronze Age","","charcoal","","Italy                                                                                               ","46.007199999999997","11.106400000000001",""
"eubar","Pi-87","3341","115","3586","276","","","Barche di Solferino","Barche di Solferino","","Poste","","","","","Madera","","Italy                                                                                               ","45.379800000000003","10.5434",""
"radonb","I-11816","4195","95","4710","251","","","Spilamberto","Spilamberto","","area x; open site","","","Bronze Age","","charcoal","","Italy                                                                                               ","44.531799999999997","11.0204",""
"radonb","I-11817","4995","100","5742","197","","","Spilamberto","Spilamberto","","site VIII; open site","","","Bronze Age","","charcoal","","Italy                                                                                               ","44.531799999999997","11.0204",""
"radon","Birm-827","3840","100","4246","271","","","Sant'Ilario","Sant'Ilario","","","","","Glockenbecher | Bell Beaker","","charcoal","","Italy                                                                                               ","44.762500000000003","10.4481",""
"radon","Birm-828","3860","100","4272","279","","","Sant'Ilario","Sant'Ilario","","","","","Glockenbecher | Bell Beaker","","charcoal","","Italy                                                                                               ","44.762500000000003","10.4481",""
"palmisano","OxA-4328","5280","65","6068","149","","","Vallerano","Vallerano","","","","","","","charcoal","","Italy                                                                                               ","42.383600000000001","12.2639",""
"radon","Bln-564","4125","80","4655","200","","","Hrustovaca","Hrustovaca","","","","","Vucedol","","","","Bosnia and Herzegovina                                                                              ","44.676400000000001","16.7074",""
"radon","AA-32639","6520","65","7434","125","","","ESPELUCHE-LALO","ESPELUCHE-LALO","","","","","Castelnovien","","","","France                                                                                              ","44.520000000000003","4.8200000000000003",""
"radon","AA-32641","6585","60","7486","87","","","ESPELUCHE-LALO","ESPELUCHE-LALO","","","","","Castelnovien","","","","France                                                                                              ","44.520000000000003","4.8200000000000003",""
"radon","AA-32642","7315","65","8116","164","","","ESPELUCHE-LALO","ESPELUCHE-LALO","","","","","Castelnovien","","","","France                                                                                              ","44.520000000000003","4.8200000000000003",""
"radon","Bln-482","4925","80","5670","200","","","Postoloprty","Postoloprty","","Aus 1,4 m tiefer Grube.","","Ende älteres Baalberge","Baalberge","","charcoal","","Czech Republic                                                                                      ","50.3598","13.7029",""
"radon","GrN-10745","3865","35","4296","121","","","Sokolina","Sokolina","","","","","Schnurkeramik","","","","Germany                                                                                             ","50.305","10.601100000000001",""
"palmisano","Bln-","5080","70","5814","152","","","Podere Casanuova","Podere Casanuova","","","","","","","charcoal","","Italy                                                                                               ","43.406599999999997","11.3057",""
"eubar","Hd-14235","3500","30","3770","76","","","Bodman-Schachen I","Bodman-Schachen I","","Nivel A","","","","","Semillas carbonizadas","","Germany                                                                                             ","47.814599999999999","9.0398999999999994",""
"radon","Poz-22398","5780","40","6581","89","","","Zadní Hon, Březník","Zadní Hon, Březník","","","","","Lengyel","","","","Czech Republic                                                                                      ","49.171599999999998","16.194500000000001",""
"radon","Bln-2424","5570","60","6359","107","","","Brno - Bystrc","Brno - Bystrc","","","","","Lengyel","","","","Czech Republic                                                                                      ","49.226599999999998","16.531099999999999",""
"radon","Bln-433","3925","150","4361","431","","","Brno-Lisen","Brno-Lisen","","","","","Vucedol","","","","Czech Republic                                                                                      ","49.208199999999998","16.694700000000001",""
"radon","Bln-434","3035","150","3209","355","","","Brno-Lisen","Brno-Lisen","","","","","Vucedol","","charcoal","charcoal, Quercus sp.","Czech Republic                                                                                      ","49.208199999999998","16.694700000000001",""
"radon","KN-1015","3020","120","3194","298","0.0","","Brno-Lisen","Brno-Lisen","","","","","Vucedol","","charcoal","charcoal","Czech Republic                                                                                      ","49.208199999999998","16.694700000000001",""
"radon","BM-565","6023","77","6871","235","","","Bylany","Bylany","","Stell 2101.","","3. Phase der Periode I | Ende Phase II | erster Abschnitt Periode III | Übergang Periode III-IV | Periode IV (Sárka) | Ende Periode IV (Sárka) | frühe Stichbandkeramik, unmittelbar nach Sárka | späte Stichbandkeramik (Stufe V) | späte LBK (Sárka-Typ); Phase IIa-c der böhm. LBK | mittlere LBK (Phase IIa-c der böhmischen LBK) | späte LBK (Phase IIa-c der böhmischen LBK) | späte Lengyel-Kultur (Topolcany-Szob = III/IV) | frühe","Linienbandkeramik | Lengyel | Stichbandkeramik","","charcoal","Holzkohle","Czech Republic                                                                                      ","49.666699999999999","15.25",""
"radon","BM-566","6178","134","7064","315","","","Bylany","Bylany","","Stelle 11.","","3. Phase der Periode I | Ende Phase II | erster Abschnitt Periode III | Übergang Periode III-IV | Periode IV (Sárka) | Ende Periode IV (Sárka) | frühe Stichbandkeramik, unmittelbar nach Sárka | späte Stichbandkeramik (Stufe V) | späte LBK (Sárka-Typ); Phase IIa-c der böhm. LBK | mittlere LBK (Phase IIa-c der böhmischen LBK) | späte LBK (Phase IIa-c der böhmischen LBK) | späte Lengyel-Kultur (Topolcany-Szob = III/IV) | frühe","Linienbandkeramik | Lengyel | Stichbandkeramik","","charcoal","Holzkohle","Czech Republic                                                                                      ","49.666699999999999","15.25",""
