"source_database","labnr","bp","std","cal_bp","cal_std","delta_c13","lab_name","site","site_phase","site_type","feature","feature_type","periods","typochronological_units","ecochronological_units","material","species","country","lat","lng","references"
"calpal","VERA-229","5650","32","6431","81","0.0","","Antonshöhe","Antonshöhe","","","","Neolithic","Mährish-bemalt | Lengyel","","bone","human","Austria                                                                                             ","48.149000000000001","16.244499999999999",""
"calpal","VRI-730","4720","100","5447","289","0.0","","Attersee","Attersee","","","","Neolithic","Mondseekultur","","wood","","Austria                                                                                             ","47.916200000000003","13.533899999999999",""
"calpal","VRI-775","4610","10","5316","36","0.0","","Attersee","Attersee","","","","Neolithic","Mondseekultur","","wood","","Austria                                                                                             ","47.916200000000003","13.533899999999999",""
"calpal","VERA-233B","5429","30","6239","48","0.0","","Bernhardsthal","Bernhardsthal","","","","Neolithic","Mährish-bemalt","","bone","human","Austria                                                                                             ","48.692500000000003","16.869199999999999",""
"calpal","VERA-413","5344","33","6124","126","0.0","","Ebelsberg","Ebelsberg","","","","Neolithic","Mährish-bemalt","","bone","human","Austria                                                                                             ","48.2455","14.327999999999999",""
"calpal","Bln-235","5540","50","6340","86","0.0","","Falkenstein","Falkenstein","","","","Neolithic | Ia/Ib","Lengyel","","charcoal","","Austria                                                                                             ","48.700000000000003","16.566700000000001",""
"calpal","VERA-1977","5826","32","6641","90","0.0","","Friebritz","Friebritz","","","","Neolithic","Lengyel | Mährish-bemalt","","bone","human","Austria                                                                                             ","48.649999999999999","16.416599999999999",""
"calpal","VERA-1978","5847","30","6666","87","0.0","","Friebritz","Friebritz","","","","Neolithic","Lengyel | Mährish-bemalt","","bone","human","Austria                                                                                             ","48.649999999999999","16.416599999999999",""
"calpal","VERA-3224","5747","34","6544","90","0.0","","Friebritz","Friebritz","","","","Neolithic","Lengyel | Mährish-bemalt","","bone","animal","Austria                                                                                             ","48.649999999999999","16.416599999999999",""
"calpal","VERA-3225","5791","25","6596","74","0.0","","Friebritz","Friebritz","","","","Neolithic","Lengyel | Mährish-bemalt","","bone","animal","Austria                                                                                             ","48.649999999999999","16.416599999999999",""
"calpal","VERA-1949","5918","36","6736","89","0.0","","Glaubendorf","Glaubendorf","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.508699999999997","15.942600000000001",""
"calpal","VERA-1950","5745","37","6542","94","0.0","","Glaubendorf","Glaubendorf","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.508699999999997","15.942600000000001",""
"calpal","VERA-1952","5838","31","6656","87","0.0","","Glaubendorf","Glaubendorf","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.508699999999997","15.942600000000001",""
"calpal","VERA-1953","5864","32","6688","70","0.0","","Glaubendorf","Glaubendorf","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.508699999999997","15.942600000000001",""
"calpal","VERA-236","5738","32","6532","94","0.0","","Hollabrunn","Hollabrunn","","","","Neolithic","Mährish-bemalt | Lengyel","","bone","animal","Austria                                                                                             ","48.563200000000002","16.077100000000002",""
"calpal","VERA-3435","5850","36","6669","98","0.0","","Immendorf","Immendorf","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.633299999999998","16.100000000000001",""
"calpal","VERA-1958","5796","36","6596","91","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VERA-1962","5719","34","6506","106","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VERA-1963a","5740","28","6533","90","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VERA-1964","5766","33","6567","81","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VERA-1965","5713","39","6498","116","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VERA-1968","5743","32","6538","91","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VERA-1961","5790","31","6592","82","0.0","","Kamegg","Kamegg","","","","Neolithic","Mährish-bemalt | Lengyel Ia | Lengyel","","bone","animal","Austria                                                                                             ","48.610199999999999","15.657299999999999",""
"calpal","VRI-1550","5230","60","5996","178","0.0","","Keutschacher See","Keutschacher See","","","","Neolithic","Epi-Lengyel | Epilengyel","","wood","","Austria                                                                                             ","46.585599999999999","14.160299999999999",""
"calpal","OxA-22936","6228","34","7161","133","0.0","","Kleinhadersdorf","Kleinhadersdorf","","","","Neolithic","Linienbandkeramik","","bone","human","Austria                                                                                             ","48.664299999999997","16.590499999999999",""
"calpal","oxa-22937","6156","33","7067","98","0.0","","Kleinhadersdorf","Kleinhadersdorf","","","","Neolithic","Linienbandkeramik","","bone","human","Austria                                                                                             ","48.664299999999997","16.590499999999999",""
"calpal","oxa-22940","6215","32","7102","129","0.0","","Kleinhadersdorf","Kleinhadersdorf","","","","Neolithic","Linienbandkeramik","","bone","human","Austria                                                                                             ","48.664299999999997","16.590499999999999",""
"calpal","oxa-22941","6214","32","7100","130","0.0","","Kleinhadersdorf","Kleinhadersdorf","","","","Neolithic","Linienbandkeramik","","bone","human","Austria                                                                                             ","48.664299999999997","16.590499999999999",""
"calpal","vera-2166","6090","35","6954","177","0.0","","Kleinhadersdorf","Kleinhadersdorf","","","","Neolithic","Linienbandkeramik","","bone","human","Austria                                                                                             ","48.664299999999997","16.590499999999999",""
"calpal","vera-2173","6215","35","7103","130","0.0","","Kleinhadersdorf","Kleinhadersdorf","","","","Neolithic","Linienbandkeramik","","bone","human","Austria                                                                                             ","48.664299999999997","16.590499999999999",""
"calpal","VERA-222","5600","35","6365","71","0.0","","Michelstetten","Michelstetten","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.587200000000003","16.494399999999999",""
"calpal","VERA-224","5496","35","6294","88","0.0","","Michelstetten","Michelstetten","","","","Neolithic","Lengyel","","bone","animal","Austria                                                                                             ","48.587200000000003","16.494399999999999",""
"calpal","VRI-358","4450","90","5090","224","0.0","","Misling/Attersee II","Misling/Attersee II","","","","Neolithic","Mondseekultur","","wood","","Austria                                                                                             ","47.805","13.484999999999999",""
"calpal","VRI-825","4310","90","4901","329","0.0","","Mooswinkel","Mooswinkel","","","","Neolithic | 3","Mondsee","","wood","","Austria                                                                                             ","47.811399999999999","13.388400000000001",""
"calpal","VERA-226","5676","32","6454","70","0.0","","Oberbergern","Oberbergern","","","","Neolithic","Mährish-bemalt","","bone","human","Austria                                                                                             ","48.366599999999998","15.550000000000001",""
"calpal","VERA-775","5779","37","6581","85","0.0","","Ölkam","Ölkam","","","","Neolithic","Lengyel","","charcoal","","Austria                                                                                             ","48.130000000000003","14.220000000000001",""
"calpal","VERA-776","5808","33","6611","95","0.0","","Ölkam","Ölkam","","","","Neolithic","Lengyel","","charcoal","","Austria                                                                                             ","48.130000000000003","14.220000000000001",""
"calpal","VERA-777","5746","37","6543","94","0.0","","Ölkam","Ölkam","","","","Neolithic","Lengyel","","charcoal","","Austria                                                                                             ","48.130000000000003","14.220000000000001",""
"calpal","VERA-780","5825","33","6639","92","0.0","","Ölkam","Ölkam","","","","Neolithic","Lengyel","","charcoal","","Austria                                                                                             ","48.130000000000003","14.220000000000001",""
"calpal","VERA-781","5758","36","6557","89","0.0","","Ölkam","Ölkam","","","","Neolithic","Lengyel","","charcoal","","Austria                                                                                             ","48.130000000000003","14.220000000000001",""
"calpal","VERA-782","5988","37","6826","92","0.0","","Ölkam","Ölkam","","","","Neolithic","Lengyel","","charcoal","","Austria                                                                                             ","48.130000000000003","14.220000000000001",""
"calpal","GrN-14015","5240","70","6020","183","0.0","","Pitten","Pitten","","","","Neolithic","Epilengyel","","charcoal","","Austria                                                                                             ","47.716000000000001","16.187000000000001",""
"calpal","VERA-4256","4425","35","5009","238","-23.0","","Ratzersdorf an der Traisen","Ratzersdorf an der Traisen","","","","Chalcolithic","Baden","","bone","human","Austria                                                                                             ","48.226700000000001","15.666",""
"calpal","VERA-410","5656","37","6436","96","0.0","","Reichersdorf","Reichersdorf","","","","Neolithic","Mährish-bemalt","","bone","human","Austria                                                                                             ","48.329999999999998","15.698",""
"calpal","GrA-422","6170","30","7076","86","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","charcoal","","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","GrA-452","6310","30","7236","63","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","","","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","GrA-456","6250","30","7202","124","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","charcoal","","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","GrN-19913","6330","30","7262","80","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","charcoal","","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","VERA-3966","6180","40","7078","113","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","bone","animal","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","VERA-3968","6185","35","7080","95","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","bone","animal","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","VERA-3969","6125","35","7007","140","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","bone","animal","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","VERA-4180","6335","40","7266","104","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","grain","","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","VERA-4181","6085","40","6948","184","0.0","","Rosenburg","Rosenburg","","","","Neolithic","Linienbandkeramik","","grain","","Austria                                                                                             ","48.635800000000003","15.630599999999999",""
"calpal","VERA-2847","5802","37","6602","97","0.0","","Schletz","Schletz","","","","Neolithic | Phase III","Linienbandkeramik | Lengyel","","bone","animal","Austria                                                                                             ","48.581099999999999","16.4693",""
"calpal","VERA-2848","5926","38","6746","95","0.0","","Schletz","Schletz","","","","Neolithic | Phase III","Linienbandkeramik | Lengyel","","bone","animal","Austria                                                                                             ","48.581099999999999","16.4693",""
"calpal","VERA-2851","5812","37","6615","103","0.0","","Schletz","Schletz","","","","Neolithic | Phase III","Linienbandkeramik | Lengyel","","bone","animal","Austria                                                                                             ","48.581099999999999","16.4693",""
"calpal","VERA-2852","5772","37","6574","85","0.0","","Schletz","Schletz","","","","Neolithic | Phase III","Linienbandkeramik | Lengyel","","bone","animal","Austria                                                                                             ","48.581099999999999","16.4693",""
"calpal","VERA-2853","5827","37","6640","101","0.0","","Schletz","Schletz","","","","Neolithic | Phase III","Linienbandkeramik | Lengyel","","bone","animal","Austria                                                                                             ","48.581099999999999","16.4693",""
"calpal","VRI-823","4660","80","5398","281","0.0","","See","See","","","","Neolithic | 1/2","Mondsee","","wood","","Austria                                                                                             ","47.805300000000003","13.4495",""
"calpal","VERA-3297","5863","36","6686","93","0.0","","Steinabrunn","Steinabrunn","","","","Neolithic","Baalberge | Lengyel","","","","Austria                                                                                             ","48.499099999999999","16.230499999999999",""
"calpal","VERA-1915","5329","35","6104","106","0.0","","Unterlanzendorf","Unterlanzendorf","","","","Neolithic","Mährish-bemalt","","bone","animal","Austria                                                                                             ","48.100000000000001","16.420999999999999",""
"calpal","VERA-1916","5485","35","6288","82","0.0","","Unterlanzendorf","Unterlanzendorf","","","","Neolithic","Mährish-bemalt","","bone","animal","Austria                                                                                             ","48.100000000000001","16.420999999999999",""
"calpal","VERA-1917","5304","35","6083","102","0.0","","Unterlanzendorf","Unterlanzendorf","","","","Neolithic","Mährish-bemalt","","bone","animal","Austria                                                                                             ","48.100000000000001","16.420999999999999",""
"calpal","KN-4520","4251","59","4809","190","0.0","","Wachberg","Wachberg","","","","Neolithic","","","charcoal","","Austria                                                                                             ","48.216799999999999","15.3498",""
"calpal","Mc-2243","6670","150","7545","270","0.0","","Casabianda","Casabianda","","","","Neolithic","Cardial","","","","France                                                                                              ","42.100000000000001","9.5",""
"calpal","Gif-7368","6430","130","7340","277","0.0","","La Pietra","La Pietra","","","","Neolithic","Cardial","","","","France                                                                                              ","42.640000000000001","8.9100000000000001",""
"calpal","Ly-2836","6480","480","7315","975","0.0","","Strette","Strette","","","","Neolithic | Epipalaeolithic","Cardial","","charcoal","","France                                                                                              ","42.700000000000003","9.3165999999999993",""
"calpal","PSU-3701","5975","15","6814","58","0.0","","Cista Mal-Velištak","Cista Mal-Velištak","","","","Neolithic","Late Neolithic","","bone","Ovicaprid","Croatia                                                                                             ","43.850000000000001","15.77",""
"calpal","PSU-3702","5920","15","6741","50","0.0","","Cista Mal-Velištak","Cista Mal-Velištak","","","","Neolithic","Late Neolithic","","bone","Ovicaprid","Croatia                                                                                             ","43.850000000000001","15.77",""
"calpal","PSU-5288","6045","25","6899","90","0.0","","Cista Mal-Velištak","Cista Mal-Velištak","","","","Neolithic","Late Neolithic","","bone","Bos Taurus","Croatia                                                                                             ","43.850000000000001","15.77",""
"calpal","PSU-5616","5945","20","6766","60","0.0","","Cista Mal-Velištak","Cista Mal-Velištak","","","","Neolithic","Late Neolithic","","bone","human","Croatia                                                                                             ","43.850000000000001","15.77",""
"calpal","Z-3398","6400","110","7320","244","0.0","","Crno Vrilo","Crno Vrilo","","","","Neolithic","Impresso","","bone","","Croatia                                                                                             ","44.134399999999999","15.229699999999999",""
"calpal","OxA-14449","6284","40","7213","86","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","bone","ovis musimon","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-15764","6226","37","7152","127","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","grain","Triticum dicoccum","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-17126","6237","37","7175","143","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","grain","Triticum monococcum","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-17197","6121","37","7001","145","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","grain","Triticum monococcum","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-17198","6093","36","6959","176","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","seed","Rosa sp.","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-17199","6103","37","6973","167","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","seed","Rosa sp.","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-17200","6161","36","7069","100","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","seed","Rosa sp.","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","OxA-17329","6204","38","7092","133","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","seed","Rosa sp.","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","PSU-5290","6155","25","7072","88","0.0","","Danilo-Bitinj","Danilo-Bitinj","","","","Neolithic","Middle Neolithic","","bone","Ovis aries","Croatia                                                                                             ","43.700000000000003","15.99",""
"calpal","Z-579","7010","90","7837","157","0.0","","Gospodska pecina C","Gospodska pecina C","","","","Neolithic","Impresso","","charcoal","","Croatia                                                                                             ","44.031300000000002","16.394400000000001",""
"calpal","OxA-18025","9115","45","10259","127","0.0","","Jačmica","Jačmica","","","","Epipalaeolithic | Neolithic | Late Neolithic / Copper Age","Late Neolithic | Middle Neolithic","","charcoal","Pinus","Croatia                                                                                             ","45.439","13.719799999999999",""
"calpal","OxA-18181","6191","31","7081","86","0.0","","Jačmica","Jačmica","","","","Epipalaeolithic | Neolithic | Late Neolithic / Copper Age","Late Neolithic | Middle Neolithic","","charcoal","Fraxinus","Croatia                                                                                             ","45.439","13.719799999999999",""
"calpal","OxA-18182","5263","31","6031","137","0.0","","Jačmica","Jačmica","","","","Epipalaeolithic | Neolithic | Late Neolithic / Copper Age","Late Neolithic | Middle Neolithic","","charcoal","Cornus/Viburnum","Croatia                                                                                             ","45.439","13.719799999999999",""
"calpal","OxA-21093","6612","32","7503","62","0.0","","Kargadur","Kargadur","","","","Neolithic","Early Neolithic | Middle Neolithic","","grain","Hordeum","Croatia                                                                                             ","44.886000000000003","13.977",""
"calpal","PSU-5558","6115","30","6987","155","0.0","","Krivače","Krivače","","","","Neolithic","Middle Neolithic","","bone","Sus scrofa","Croatia                                                                                             ","43.859999999999999","15.84",""
"calpal","PSU-5613","6270","20","7209","41","0.0","","Krivače","Krivače","","","","Neolithic","Middle Neolithic","","bone","human","Croatia                                                                                             ","43.859999999999999","15.84",""
"calpal","PSU-5615","6290","20","7212","44","0.0","","Krivače","Krivače","","","","Neolithic","Middle Neolithic","","bone","human","Croatia                                                                                             ","43.859999999999999","15.84",""
"calpal","Hd-12093","6850","175","7708","292","0.0","","Medulin-Vižula","Medulin-Vižula","","","","Neolithic","Early Neolithic","","bone","","Croatia                                                                                             ","44.788699999999999","13.9063",""
"calpal","OxA-18185","5100","29","5810","98","0.0","","Novačka","Novačka","","","","Late Neolithic / Copper Age | Chalcolithic","Early","","charcoal","Fraxinus","Slovenia                                                                                            ","45.488999999999997","13.782999999999999",""
"calpal","OxA-18023","9315","45","10522","139","0.0","","Ovčja peć","Ovčja peć","","","","Epipalaeolithic","","","charcoal","Pinus","Croatia                                                                                             ","45.325000000000003","14.202",""
"calpal","Z-198","6460","90","7370","173","0.0","","Podosojna","Podosojna","","","","","Cas.","","charcoal","","Croatia                                                                                             ","45.25","14.23",""
"calpal","OxA-17125","6568","36","7467","83","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","grain","Triticum dicoccum","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","OxA-17193","6625","36","7515","63","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","grain","Triticum monococcum","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","OxA-17223","6170","35","7074","95","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","grain","Triticum dicoccum","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","OxA-17328","6810","40","7643","56","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","grain","Triticum dicoccum","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","PSU-4961","6840","25","7670","47","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","bone","Ovis aries","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","PSU-5294","6190","25","7079","81","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","bone","Bos Taurus","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","Z-895","6300","150","7198","332","0.0","","Pokrovnik","Pokrovnik","","","","Neolithic","Impresso | Danilo","","grain","Triticum monococcum","Croatia                                                                                             ","43.832599999999999","16.145900000000001",""
"calpal","Z-727","6030","100","6886","261","0.0","","Privlaka-Gradina","Privlaka-Gradina","","","","Neolithic","Sopot III | Sopot II","","charcoal","","Croatia                                                                                             ","44.2102","15.2019",""
"calpal","Z-728","5700","80","6494","172","0.0","","Privlaka-Gradina","Privlaka-Gradina","","","","Neolithic","Sopot III | Sopot II","","grain","wheat","Croatia                                                                                             ","44.2102","15.2019",""
"calpal","OxA-18027","6190","36","7082","106","0.0","","Pupićina","Pupićina","","","","Meso-Neo-Transition but ? | Epipalaeolithic | Neolithic | Chalcolithic","Early | Middle Neolithic","","charcoal","Fraxinus","Croatia                                                                                             ","45.264000000000003","14.097",""
"calpal","OxA-18028","8930","40","10045","140","0.0","","Pupićina","Pupićina","","","","Meso-Neo-Transition but ? | Epipalaeolithic | Neolithic | Chalcolithic","Early | Middle Neolithic","","charcoal","Pinus","Croatia                                                                                             ","45.264000000000003","14.097",""
"calpal","OxA-18179","5077","30","5813","86","0.0","","Pupićina","Pupićina","","","","Meso-Neo-Transition but ? | Epipalaeolithic | Neolithic | Chalcolithic","Early | Middle Neolithic","","charcoal","Fraxinus","Croatia                                                                                             ","45.264000000000003","14.097",""
"calpal","GrN-15237","6670","260","7542","523","0.0","","Tinj-Podlivade","Tinj-Podlivade","","","","Neolithic","Imp. A/B","","charcoal","","Croatia                                                                                             ","43.992199999999997","15.4358",""
"calpal","OxA-18041","9805","50","11221","68","0.0","","Vela (Lošinj)","Vela (Lošinj)","","","","Neolithic | Epipalaeolithic","Early Neolithic","","charcoal","Juniperus","Croatia                                                                                             ","44.650199999999998","14.376099999999999",""
"calpal","OxA-18229","5409","33","6235","82","0.0","","Vela peć","Vela peć","","","","Neolithic","Middle Neolithic","","charcoal","Fraxinus","Croatia                                                                                             ","45.241999999999997","14.182600000000001",""
"calpal","OxA-20830","9445","45","10677","150","0.0","","Vela peć","Vela peć","","","","Neolithic","Middle Neolithic","","charcoal","Fraxinus","Croatia                                                                                             ","45.241999999999997","14.182600000000001",""
"calpal","Gif-6571","6390","100","7314","228","0.0","","Abri de Pendimoun","Abri de Pendimoun","","","","Neolithic","","","shell","","Italy                                                                                               ","43.799999999999997","7.5",""
"calpal","OxA-5682","10210","80","11908","393","0.0","","Aven des Iboussières","Aven des Iboussières","","","","Epipalaeolithic","","","bone","animal","France                                                                                              ","44.490000000000002","4.75",""
"calpal","Mc-794","6080","100","6952","254","0.0","","Baume Bourbon","Baume Bourbon","","","","Neolithic","Epicardial","","charcoal","","France                                                                                              ","43.899999999999999","4.4699999999999998",""
"calpal","Gif-2994","11200","150","13053","287","0.0","","Baume de Fontbrégoua","Baume de Fontbrégoua","","","","Neolithic","Cardial","","charcoal","","France                                                                                              ","43.619999999999997","6.2199999999999998",""
"calpal","KN-58","8130","240","9043","544","0.0","","Baume de Montclus","Baume de Montclus","","","","Neolithic | Epipalaeolithic | Epicardial","Cardial | Sauveterrien | Castelnovian | Epicardial | Mesolithic","","charcoal","","France                                                                                              ","44.266599999999997","4.4333",""
"calpal","Ly-307","7770","410","8665","868","0.0","","Baume de Montclus","Baume de Montclus","","","","Neolithic | Epipalaeolithic | Epicardial","Cardial | Sauveterrien | Castelnovian | Epicardial | Mesolithic","","charcoal","","France                                                                                              ","44.266599999999997","4.4333",""
"calpal","Mc-694","6170","200","7044","434","0.0","","Baume de Montclus","Baume de Montclus","","","","Neolithic | Epipalaeolithic | Epicardial","Cardial | Sauveterrien | Castelnovian | Epicardial | Mesolithic","","charcoal","","France                                                                                              ","44.266599999999997","4.4333",""
"calpal","Mc-729","7200","200","8027","361","0.0","","Baume de Montclus","Baume de Montclus","","","","Neolithic | Epipalaeolithic | Epicardial","Cardial | Sauveterrien | Castelnovian | Epicardial | Mesolithic","","charcoal","","France                                                                                              ","44.266599999999997","4.4333",""
"calpal","Mc-730","7950","100","8806","251","0.0","","Baume de Montclus","Baume de Montclus","","","","Neolithic | Epipalaeolithic | Epicardial","Cardial | Sauveterrien | Castelnovian | Epicardial | Mesolithic","","charcoal","","France                                                                                              ","44.266599999999997","4.4333",""
"calpal","Mc-2034","6630","110","7514","183","0.0","","Baume d'Oullins","Baume d'Oullins","","","","Neolithic | SN II","Cardial | Ferrières | Nordisches Spätneolithikum | Neo moyen I | Early Neolithic","","charcoal","","France                                                                                              ","44.340000000000003","4.46",""
"calpal","Lv-1415","7130","700","8010","1520","0.0","","Bavans","Bavans","","","","Epipalaeolithic","Beuronien C | Recent / final Mesolithic","","bone","","France                                                                                              ","47.4833","6.7332999999999998",""
"calpal","Lv-1417","8180","80","9146","243","0.0","","Bavans","Bavans","","","","Epipalaeolithic","Beuronien C | Recent / final Mesolithic","","bone","","France                                                                                              ","47.4833","6.7332999999999998",""
"calpal","Ly-3080","9940","270","11502","868","0.0","","Cabones","Cabones","","","","Epipalaeolithic","","","bone","","France                                                                                              ","47.149999999999999","5.7000000000000002",""
"calpal","Mc-500-A","7970","130","8829","357","0.0","","Cap Ragnon","Cap Ragnon","","","","Neolithic","Cardial","","","","France                                                                                              ","43.350000000000001","5.2699999999999996",""
"calpal","Ly-909","9940","130","11460","454","0.0","","Charavins","Charavins","","","","","Nordisches Spätneolithikum | Saône-Rhône","","twigs","","France                                                                                              ","45.416600000000003","5.5",""
"calpal","Ly-598","8980","850","10209","2150","0.0","","Chinchon I","Chinchon I","","","","Palaeolithic","Azilian","","humus","","France                                                                                              ","44.100000000000001","4.5",""
"calpal","Ly-430","8960","420","10091","1088","0.0","","Colomb","Colomb","","","","Palaeolithic","Magdalenian or  Epipalaeolithic","","bone","","France                                                                                              ","45.133299999999998","5.5332999999999997",""
"calpal","Ly-1730","6230","240","7096","502","0.0","","Couffin","Couffin","","","","Neolithic","pottery, getreidepollen","","","","France                                                                                              ","45.066699999999997","5.4000000000000004",""
"calpal","Ly-1668","8640","380","9697","988","0.0","","Culoz sous Balme","Culoz sous Balme","","","","Epipalaeolithic","","","bone","human","France                                                                                              ","45.840000000000003","5.5800000000000001",""
"calpal","Lv-1174","6460","800","7276","1752","0.0","","Etival","Etival","","","","","","","bone","","France                                                                                              ","46.5","5.7999999999999998",""
"calpal","Ly-2825","5590","120","6388","271","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Ly-447","6420","120","7334","256","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Ly-448","7270","220","8094","411","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Ly-622","5910","290","6756","634","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Ly-624","6780","240","7648","456","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Mc-2515","6900","100","7744","178","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","charcoal","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
"calpal","Mc-532","7360","100","8178","188","0.0","","Font des Pigeons","Font des Pigeons","","","","Epipalaeolithic | Neolithic","Tcz | Cardial | Castelnovian | Chasseen | Moyen I","","shell","","France                                                                                              ","43.399999999999999","5.0999999999999996",""
